,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Company_Name,Model_Name
2013,Maruti Wagon,Mumbai,2014.0,47200.0,CNG,Manual,First,Others,5.0,4.0,2.85,33.54,km/kg,998.0,CC,67.04,bhp,Maruti,Wagon
2014,Skoda Rapid,Hyderabad,2014.0,56000.0,Petrol,Manual,First,White,5.0,4.0,7.0,15.0,kmpl,1598.0,CC,103.52,bhp,Skoda,Rapid
2015,Volkswagen Polo,Coimbatore,2016.0,26981.0,Petrol,Manual,First,Others,5.0,4.0,6.16,16.47,kmpl,1198.0,CC,73.9,bhp,Volkswagen,Polo
2016,Mercedes-Benz GL-Class,Chennai,2013.0,100000.0,Diesel,Automatic,Second,Others,7.0,5.0,38.0,11.3,kmpl,2987.0,CC,254.8,bhp,Mercedes-Benz,GL-Class
2017,Maruti Ritz,Kolkata,2012.0,97000.0,Diesel,Manual,First,White,5.0,4.0,3.0,23.2,kmpl,1248.0,CC,73.94,bhp,Maruti,Ritz
2018,BMW X3,Pune,2013.0,98000.0,Diesel,Automatic,First,Others,5.0,4.0,17.5,18.56,kmpl,1995.0,CC,190.0,bhp,BMW,X3
2019,Hyundai EON,Kolkata,2014.0,9759.0,Petrol,Manual,First,Others,5.0,4.0,2.75,20.3,kmpl,998.0,CC,68.05,bhp,Hyundai,EON
2020,Honda Amaze,Chennai,2016.0,15388.0,Diesel,Manual,First,White,5.0,4.0,7.5,25.8,kmpl,1498.0,CC,98.6,bhp,Honda,Amaze
2021,Hyundai i20,Mumbai,2015.0,12000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.8,17.19,kmpl,1197.0,CC,81.86,bhp,Hyundai,i20
2022,Hyundai i20,Mumbai,2009.0,28000.0,Petrol,Manual,First,Others,5.0,4.0,2.65,17.0,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
2023,Honda Amaze,Mumbai,2014.0,39000.0,Petrol,Automatic,First,Others,5.0,4.0,4.45,15.5,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
2024,Mercedes-Benz E-Class,Kochi,2011.0,92239.0,Diesel,Automatic,Second,Others,5.0,4.0,10.6,11.5,kmpl,2987.0,CC,210.0,bhp,Mercedes-Benz,E-Class
2025,Honda Jazz,Mumbai,2016.0,28500.0,Petrol,Manual,First,White,5.0,4.0,5.95,18.7,kmpl,1199.0,CC,88.7,bhp,Honda,Jazz
2026,Honda Amaze,Mumbai,2016.0,18949.0,Petrol,Manual,First,Others,5.0,4.0,5.0,17.8,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
2027,Skoda Octavia,Kolkata,2013.0,775000.0,Diesel,Automatic,First,White,5.0,4.0,7.5,19.3,kmpl,1968.0,CC,141.0,bhp,Skoda,Octavia
2028,Hyundai Xcent,Kochi,2015.0,74310.0,Diesel,Manual,First,White,5.0,4.0,4.0,24.4,kmpl,1120.0,CC,71.0,bhp,Hyundai,Xcent
2029,Hyundai Grand,Kolkata,2017.0,14000.0,Diesel,Manual,First,Others,5.0,4.0,4.6,24.0,kmpl,1120.0,CC,70.0,bhp,Hyundai,Grand
2030,Hyundai Elantra,Kolkata,2014.0,45000.0,Diesel,Manual,First,White,5.0,4.0,7.0,22.7,kmpl,1582.0,CC,126.24,bhp,Hyundai,Elantra
2031,Chevrolet Optra,Pune,2008.0,83000.0,Diesel,Manual,Second,Black/Silver,5.0,4.0,2.6,16.52,kmpl,1991.0,CC,123.7,bhp,Chevrolet,Optra
2032,Maruti Eeco,Mumbai,2018.0,20000.0,CNG,Manual,First,Others,5.0,4.0,4.5,15.1,km/kg,1196.0,CC,73.0,bhp,Maruti,Eeco
2033,Porsche Cayenne,Coimbatore,2015.0,60395.0,Diesel,Automatic,First,Others,5.0,4.0,45.82,16.12,kmpl,2967.0,CC,245.0,bhp,Porsche,Cayenne
2034,Maruti Swift,Chennai,2013.0,87192.0,Diesel,Manual,First,Others,5.0,4.0,4.35,25.2,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
2035,Honda Amaze,Kochi,2016.0,58950.0,Diesel,Manual,First,Others,5.0,4.0,5.4,25.8,kmpl,1498.0,CC,98.59,bhp,Honda,Amaze
2036,Nissan Terrano,Mumbai,2013.0,31000.0,Petrol,Manual,First,Others,5.0,4.0,4.95,13.24,kmpl,1598.0,CC,102.5,bhp,Nissan,Terrano
2037,Maruti Swift,Pune,2013.0,52000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.95,18.6,kmpl,1197.0,CC,85.8,bhp,Maruti,Swift
2038,Hyundai i20,Hyderabad,2016.0,33016.0,Diesel,Manual,First,Others,5.0,4.0,6.85,22.54,kmpl,1396.0,CC,88.73,bhp,Hyundai,i20
2039,Ford Ikon,Kochi,2009.0,66484.0,Petrol,Manual,First,Others,5.0,4.0,1.65,13.8,kmpl,1299.0,CC,70.0,bhp,Ford,Ikon
2040,Mercedes-Benz New,Coimbatore,2018.0,23152.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,39.22,19.27,kmpl,2143.0,CC,167.62,bhp,Mercedes-Benz,New
2041,Honda City,Kochi,2016.0,33915.0,Petrol,Manual,First,White,5.0,4.0,8.09,17.8,kmpl,1497.0,CC,117.3,bhp,Honda,City
2042,Skoda Rapid,Hyderabad,2012.0,180000.0,Diesel,Manual,First,Others,5.0,4.0,3.65,20.5,kmpl,1598.0,CC,103.5,bhp,Skoda,Rapid
2043,Maruti Alto,Pune,2012.0,100000.0,Petrol,Manual,First,White,5.0,4.0,1.8,20.92,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
2044,Volkswagen Polo,Hyderabad,2014.0,46000.0,Diesel,Manual,Second,White,5.0,4.0,5.9,20.14,kmpl,1498.0,CC,88.8,bhp,Volkswagen,Polo
2045,Mahindra XUV500,Mumbai,2016.0,33000.0,Diesel,Manual,First,Black/Silver,7.0,5.0,9.65,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
2046,Mercedes-Benz E-Class,Bangalore,2010.0,83000.0,Petrol,Automatic,First,White,5.0,4.0,16.5,10.93,kmpl,2497.0,CC,204.0,bhp,Mercedes-Benz,E-Class
2047,Honda Civic,Pune,2008.0,152633.0,Petrol,Automatic,First,White,5.0,4.0,3.0,12.9,kmpl,1799.0,CC,130.0,bhp,Honda,Civic
2048,Hyundai i20,Coimbatore,2011.0,63991.0,Petrol,Manual,First,White,5.0,4.0,3.61,18.5,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
2049,Honda Amaze,Pune,2016.0,138000.0,Diesel,Manual,First,White,5.0,4.0,5.15,25.8,kmpl,1498.0,CC,98.6,bhp,Honda,Amaze
2050,Volkswagen Vento,Mumbai,2011.0,47000.0,Diesel,Manual,First,White,5.0,4.0,3.25,20.64,kmpl,1498.0,CC,108.5,bhp,Volkswagen,Vento
2051,Chevrolet Beat,Chennai,2010.0,115000.0,Petrol,Manual,First,Others,5.0,4.0,1.75,18.6,kmpl,1199.0,CC,79.4,bhp,Chevrolet,Beat
2052,Maruti Ciaz,Mumbai,2018.0,32644.0,Petrol,Manual,First,White,5.0,4.0,9.28,20.73,kmpl,1373.0,CC,91.1,bhp,Maruti,Ciaz
2053,Chevrolet Optra,Coimbatore,2008.0,82160.0,Diesel,Manual,First,Others,5.0,4.0,2.57,16.52,kmpl,1991.0,CC,123.7,bhp,Chevrolet,Optra
2054,Maruti Celerio,Pune,2015.0,26725.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,4.25,23.1,kmpl,998.0,CC,67.04,bhp,Maruti,Celerio
2055,Ford Ecosport,Mumbai,2017.0,15000.0,Petrol,Manual,First,White,5.0,4.0,8.0,18.88,kmpl,999.0,CC,123.24,bhp,Ford,Ecosport
2056,Maruti Vitara,Bangalore,2017.0,45000.0,Diesel,Manual,First,White,5.0,4.0,9.75,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
2057,Renault Fluence,Pune,2012.0,56000.0,Diesel,Manual,Second,Black/Silver,5.0,4.0,3.5,20.4,kmpl,1461.0,CC,108.5,bhp,Renault,Fluence
2058,Maruti Swift,Jaipur,2015.0,58000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.25,23.4,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
2059,Mercedes-Benz E-Class,Delhi,2011.0,61000.0,Petrol,Automatic,First,White,5.0,4.0,12.5,12.3,kmpl,1796.0,CC,185.0,bhp,Mercedes-Benz,E-Class
2060,Hyundai i20,Kolkata,2015.0,35000.0,Petrol,Manual,First,White,5.0,4.0,3.4,17.0,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
2061,Land Rover Range,Kochi,2018.0,52827.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,44.76,12.7,kmpl,2179.0,CC,187.7,bhp,Land rover, Range rover
2062,Renault KWID,Jaipur,2017.0,63262.0,Petrol,Manual,First,White,5.0,4.0,3.25,21.7,kmpl,999.0,CC,67.0,bhp,Renault,KWID
2063,Honda Brio,Coimbatore,2013.0,67559.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.05,19.4,kmpl,1198.0,CC,86.8,bhp,Honda,Brio
2064,Force One,Chennai,2014.0,50000.0,Diesel,Manual,First,Black/Silver,7.0,5.0,12.0,17.0,kmpl,2200.0,CC,139.01,bhp,Force,One
2065,Hyundai i10,Bangalore,2008.0,58483.0,Petrol,Automatic,Second,Black/Silver,5.0,4.0,2.95,19.2,kmpl,1197.0,CC,80.0,bhp,Hyundai,i10
2066,Hyundai Grand,Hyderabad,2015.0,35000.0,Diesel,Manual,First,White,5.0,4.0,4.88,24.0,kmpl,1120.0,CC,70.0,bhp,Hyundai,Grand
2067,Mercedes-Benz New,Coimbatore,2017.0,23550.0,Diesel,Automatic,First,White,5.0,4.0,33.66,19.27,kmpl,2143.0,CC,167.62,bhp,Mercedes-Benz,New
2068,Hyundai Grand,Bangalore,2015.0,50000.0,Petrol,Manual,First,White,5.0,4.0,4.75,18.9,kmpl,1197.0,CC,81.86,bhp,Hyundai,Grand
2069,Toyota Qualis,Bangalore,2002.0,63000.0,Diesel,Manual,Third,Others,10.0,5.0,3.65,13.1,kmpl,2446.0,CC,75.0,bhp,Toyota,Qualis
2070,Hyundai Xcent,Mumbai,2017.0,69000.0,Diesel,Manual,First,White,5.0,4.0,3.55,25.4,kmpl,1186.0,CC,73.97,bhp,Hyundai,Xcent
2071,Honda City,Hyderabad,2016.0,29512.0,Petrol,Manual,First,White,5.0,4.0,7.9,17.4,kmpl,1497.0,CC,117.3,bhp,Honda,City
2072,Skoda Rapid,Mumbai,2012.0,54500.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.1,21.13,kmpl,1498.0,CC,108.4,bhp,Skoda,Rapid
2073,Maruti Ciaz,Mumbai,2016.0,29000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,8.75,26.21,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
2074,Hyundai i20,Hyderabad,2011.0,75000.0,Diesel,Manual,First,Others,5.0,4.0,3.75,21.9,kmpl,1396.0,CC,90.0,bhp,Hyundai,i20
2075,Hyundai i10,Delhi,2013.0,53213.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.74,19.81,kmpl,1086.0,CC,68.05,bhp,Hyundai,i10
2076,Mahindra XUV500,Delhi,2012.0,75000.0,Diesel,Manual,Second,White,7.0,5.0,6.25,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
2077,Mercedes-Benz New,Kochi,2015.0,77771.0,Diesel,Automatic,First,Others,5.0,4.0,18.64,19.27,kmpl,2143.0,CC,170.0,bhp,Mercedes-Benz,New
2078,Honda Brio,Jaipur,2013.0,53959.0,Petrol,Manual,First,White,5.0,4.0,3.5,19.4,kmpl,1198.0,CC,86.8,bhp,Honda,Brio
2079,Honda Brio,Coimbatore,2015.0,36695.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.29,19.4,kmpl,1198.0,CC,86.8,bhp,Honda,Brio
2080,Ford EcoSport,Chennai,2018.0,13900.0,Petrol,Manual,First,Black/Silver,5.0,4.0,9.5,18.88,kmpl,1499.0,CC,110.4,bhp,Ford,EcoSport
2081,Hyundai EON,Hyderabad,2015.0,68764.0,Petrol,Manual,First,Others,5.0,4.0,2.9,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
2082,Ford Ecosport,Kolkata,2013.0,36000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.9,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
2083,Honda Civic,Kochi,2011.0,56361.0,Petrol,Automatic,First,White,5.0,4.0,4.38,12.9,kmpl,1799.0,CC,130.0,bhp,Honda,Civic
2084,Tata Safari,Hyderabad,2014.0,90000.0,Diesel,Manual,First,Others,7.0,5.0,8.0,14.0,kmpl,2179.0,CC,138.1,bhp,Tata,Safari
2085,Hyundai Elite,Coimbatore,2017.0,59450.0,Petrol,Manual,First,Others,5.0,4.0,7.53,18.6,kmpl,1197.0,CC,81.86,bhp,Hyundai,Elite
2086,Land Rover Range,Kochi,2018.0,31427.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,59.72,15.68,kmpl,1999.0,CC,177.0,bhp,Land rover, Range rover
2087,Hyundai i10,Mumbai,2010.0,57000.0,Petrol,Automatic,Second,Others,5.0,4.0,2.5,16.95,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
2088,Maruti Alto,Ahmedabad,2016.0,60000.0,Petrol,Manual,First,Others,5.0,4.0,2.65,24.7,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
2089,Maruti Vitara,Coimbatore,2017.0,18108.0,Diesel,Manual,First,White,5.0,4.0,11.31,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
2090,Honda Amaze,Kolkata,2015.0,30000.0,Diesel,Manual,First,White,5.0,4.0,3.5,25.8,kmpl,1498.0,CC,98.6,bhp,Honda,Amaze
2091,Maruti Swift,Hyderabad,2013.0,84000.0,Diesel,Manual,First,Others,5.0,4.0,5.65,28.4,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
2092,Tata Sumo,Kolkata,2016.0,46300.0,Diesel,Manual,First,White,7.0,5.0,4.85,14.07,kmpl,1948.0,CC,83.1,bhp,Tata,Sumo
2093,Fiat Linea,Jaipur,2013.0,86000.0,Diesel,Manual,Second,White,5.0,4.0,2.5,19.5,kmpl,1248.0,CC,75.0,bhp,Fiat,Linea
2094,BMW 5,Pune,2014.0,88000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,27.0,14.69,kmpl,2993.0,CC,258.0,bhp,BMW,5
2095,Fiat Linea,Pune,2010.0,172050.0,Diesel,Manual,Second,White,5.0,4.0,2.25,19.0,kmpl,1248.0,CC,93.0,bhp,Fiat,Linea
2096,Mercedes-Benz E-Class,Coimbatore,2016.0,65405.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,32.73,13.0,kmpl,2143.0,CC,204.0,bhp,Mercedes-Benz,E-Class
2097,Hyundai Verna,Ahmedabad,2010.0,70002.0,Diesel,Manual,First,Others,5.0,4.0,3.45,16.2,kmpl,1493.0,CC,110.0,bhp,Hyundai,Verna
2098,Toyota Fortuner,Delhi,2013.0,65000.0,Diesel,Manual,First,Black/Silver,7.0,5.0,16.1,13.0,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
2099,Maruti Dzire,Pune,2017.0,48000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.0,28.4,kmpl,1248.0,CC,73.75,bhp,Maruti,Dzire
2100,Mercedes-Benz E-Class,Mumbai,2013.0,58000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,15.75,10.0,kmpl,2148.0,CC,170.0,bhp,Mercedes-Benz,E-Class
2101,Toyota Innova,Hyderabad,2016.0,73000.0,Diesel,Manual,First,Black/Silver,7.0,4.0,16.5,13.68,kmpl,2393.0,CC,147.8,bhp,Toyota,Innova
2102,Maruti Swift,Ahmedabad,2017.0,24005.0,Petrol,Manual,First,Others,5.0,4.0,6.2,20.4,kmpl,1197.0,CC,81.8,bhp,Maruti,Swift
2103,Land Rover Freelander,Ahmedabad,2012.0,75000.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,17.5,12.39,kmpl,2179.0,CC,147.51,bhp,Land rover, Freelander
2104,Hyundai i20,Kolkata,2015.0,35000.0,Petrol,Manual,First,Others,5.0,4.0,4.43,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
2105,Skoda Octavia,Mumbai,2014.0,84000.0,Diesel,Automatic,First,Others,5.0,4.0,10.75,19.3,kmpl,1968.0,CC,141.0,bhp,Skoda,Octavia
2106,Maruti Alto,Pune,2017.0,30000.0,Petrol,Manual,First,White,5.0,4.0,3.75,24.07,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
2107,Toyota Innova,Hyderabad,2017.0,24393.0,Diesel,Manual,First,Black/Silver,7.0,4.0,20.4,13.68,kmpl,2393.0,CC,147.8,bhp,Toyota,Innova
2108,Skoda Laura,Jaipur,2009.0,48000.0,Diesel,Automatic,First,Others,5.0,4.0,5.0,17.0,kmpl,1896.0,CC,105.0,bhp,Skoda,Laura
2109,Honda Civic,Jaipur,2007.0,92000.0,Petrol,Manual,First,White,5.0,4.0,1.9,13.5,kmpl,1799.0,CC,130.0,bhp,Honda,Civic
2110,Hyundai i10,Mumbai,2008.0,62000.0,Petrol,Manual,Second,Others,5.0,4.0,1.65,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
2111,Hyundai Elite,Kochi,2017.0,37460.0,Petrol,Manual,First,Others,5.0,4.0,6.28,18.6,kmpl,1197.0,CC,81.86,bhp,Hyundai,Elite
2112,Audi Q5,Bangalore,2014.0,38000.0,Diesel,Automatic,Second,Others,5.0,4.0,39.0,14.16,kmpl,1968.0,CC,174.3,bhp,Audi,Q5
2113,Hyundai Grand,Coimbatore,2017.0,28052.0,Petrol,Automatic,First,White,5.0,4.0,7.22,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
2114,Toyota Corolla,Pune,2010.0,31000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.0,12.5,kmpl,1794.0,CC,132.0,bhp,Toyota,Corolla
2115,Maruti Swift,Coimbatore,2013.0,61110.0,Petrol,Manual,First,White,5.0,4.0,4.57,18.6,kmpl,1197.0,CC,85.8,bhp,Maruti,Swift
2116,Ford Figo,Chennai,2015.0,32200.0,Petrol,Manual,Second,White,5.0,4.0,4.25,18.16,kmpl,1196.0,CC,86.8,bhp,Ford,Figo
2117,Skoda Octavia,Kolkata,2002.0,69000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,1.6,18.7,kmpl,1896.0,CC,66.0,bhp,Skoda,Octavia
2118,BMW 3,Mumbai,2013.0,37500.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,16.75,18.88,kmpl,1995.0,CC,184.0,bhp,BMW,3
2119,Maruti Celerio,Pune,2016.0,64000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,4.2,23.1,kmpl,998.0,CC,67.04,bhp,Maruti,Celerio
2120,Honda Amaze,Jaipur,2014.0,18776.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.75,17.8,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
2121,Toyota Etios,Pune,2011.0,32000.0,Diesel,Manual,First,Others,5.0,4.0,3.85,23.59,kmpl,1364.0,CC,98.59,bhp,Toyota,Etios
2122,Nissan Sunny,Kochi,2013.0,37199.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,5.43,17.5,kmpl,1498.0,CC,99.6,bhp,Nissan,Sunny
2123,Ford Endeavour,Delhi,2018.0,12000.0,Diesel,Automatic,First,White,7.0,5.0,33.5,10.91,kmpl,3198.0,CC,197.0,bhp,Ford,Endeavour
2124,Hyundai Xcent,Jaipur,2017.0,60500.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.49,25.4,kmpl,1186.0,CC,73.97,bhp,Hyundai,Xcent
2125,Maruti Alto,Kolkata,2018.0,26200.0,Petrol,Manual,First,White,5.0,4.0,2.9,24.7,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
2126,Honda CR-V,Kolkata,2013.0,46125.0,Petrol,Automatic,Second,Others,5.0,4.0,12.5,12.0,kmpl,2354.0,CC,187.4,bhp,Honda,CR-V
2127,Toyota Innova,Coimbatore,2013.0,80544.0,Diesel,Manual,First,Others,7.0,4.0,11.79,12.99,kmpl,2494.0,CC,100.6,bhp,Toyota,Innova
2128,Mercedes-Benz GL-Class,Chennai,2015.0,45000.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,56.0,11.3,kmpl,2987.0,CC,254.8,bhp,Mercedes-Benz,GL-Class
2129,Audi A4,Bangalore,2014.0,29000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,26.0,17.11,kmpl,1968.0,CC,174.33,bhp,Audi,A4
2130,Hyundai Verna,Chennai,2012.0,45000.0,Diesel,Manual,First,Others,5.0,4.0,6.25,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
2131,Mahindra XUV500,Mumbai,2014.0,45600.0,Diesel,Manual,First,Others,7.0,5.0,8.25,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
2132,Hyundai i10,Kolkata,2012.0,31000.0,Petrol,Manual,First,White,5.0,4.0,2.25,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
2133,Honda City,Pune,2010.0,43000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,4.21,17.0,kmpl,1497.0,CC,118.0,bhp,Honda,City
2134,Hyundai i20,Mumbai,2017.0,27000.0,Diesel,Manual,First,Others,5.0,4.0,6.95,22.54,kmpl,1396.0,CC,88.73,bhp,Hyundai,i20
2135,Chevrolet Enjoy,Bangalore,2013.0,64000.0,Diesel,Manual,Second,White,7.0,5.0,4.85,18.2,kmpl,1248.0,CC,73.8,bhp,Chevrolet,Enjoy
2136,Mercedes-Benz E-Class,Kochi,2015.0,42076.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,21.8,13.0,kmpl,2143.0,CC,201.1,bhp,Mercedes-Benz,E-Class
2137,Honda Amaze,Ahmedabad,2014.0,72411.0,Petrol,Manual,First,White,5.0,4.0,4.25,18.0,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
2138,Hyundai i20,Coimbatore,2016.0,16725.0,Petrol,Manual,First,White,5.0,4.0,6.79,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
2139,Tata Zest,Kochi,2015.0,39208.0,Petrol,Manual,First,Others,5.0,4.0,4.52,17.57,kmpl,1193.0,CC,88.7,bhp,Tata,Zest
2140,Honda Mobilio,Hyderabad,2014.0,58972.0,Diesel,Manual,First,White,7.0,5.0,6.5,24.2,kmpl,1498.0,CC,98.6,bhp,Honda,Mobilio
2141,Chevrolet Beat,Chennai,2012.0,58000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,2.1,25.44,kmpl,936.0,CC,57.6,bhp,Chevrolet,Beat
2142,Toyota Corolla,Chennai,2005.0,83929.0,Petrol,Automatic,First,White,5.0,4.0,2.6,11.3,kmpl,1794.0,CC,125.0,bhp,Toyota,Corolla
2143,Maruti 1000,Hyderabad,1998.0,104000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,0.85,15.0,kmpl,970.0,CC,98.59,bhp,Maruti,1000
2144,Mahindra Renault,Pune,2008.0,2200.0,Petrol,Manual,First,Others,5.0,4.0,2.3,15.7,kmpl,1390.0,CC,75.0,bhp,Mahindra,Renault
2145,Mahindra XUV500,Kochi,2013.0,73648.0,Diesel,Manual,First,White,7.0,5.0,7.31,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
2146,Hyundai Santro,Hyderabad,2011.0,17000.0,LPG,Manual,First,Others,5.0,4.0,3.1,13.45,km/kg,1086.0,CC,62.1,bhp,Hyundai,Santro
2147,Maruti Ciaz,Ahmedabad,2017.0,6006.0,Petrol,Manual,First,White,5.0,4.0,8.25,20.73,kmpl,1373.0,CC,91.1,bhp,Maruti,Ciaz
2148,Land Rover Freelander,Delhi,2013.0,68000.0,Diesel,Automatic,Second,White,5.0,4.0,15.75,12.39,kmpl,2179.0,CC,147.51,bhp,Land rover, Freelander
2149,Audi A6,Hyderabad,2014.0,62000.0,Diesel,Automatic,First,White,5.0,4.0,25.0,18.53,kmpl,1968.0,CC,187.74,bhp,Audi,A6
2150,Honda CR-V,Jaipur,2014.0,112827.0,Petrol,Automatic,First,Others,5.0,4.0,10.5,13.1,kmpl,1997.0,CC,141.1,bhp,Honda,CR-V
2151,Toyota Innova,Kolkata,2011.0,98000.0,Diesel,Manual,Second,White,8.0,5.0,5.5,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
2152,Hyundai i20,Hyderabad,2012.0,42600.0,Diesel,Manual,First,White,5.0,4.0,4.99,23.0,kmpl,1396.0,CC,90.0,bhp,Hyundai,i20
2153,Renault KWID,Bangalore,2016.0,41000.0,Petrol,Manual,Second,Others,5.0,4.0,3.25,25.17,kmpl,799.0,CC,53.3,bhp,Renault,KWID
2154,Toyota Fortuner,Delhi,2014.0,79000.0,Diesel,Automatic,First,White,7.0,5.0,17.75,12.55,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
2155,Ford Fiesta,Pune,2008.0,117080.0,Diesel,Manual,Third,White,5.0,4.0,2.25,17.8,kmpl,1399.0,CC,68.0,bhp,Ford,Fiesta
2156,Maruti Ignis,Mumbai,2017.0,19000.0,Diesel,Manual,First,Others,5.0,4.0,5.91,26.8,kmpl,1248.0,CC,74.0,bhp,Maruti,Ignis
2157,Ford Ecosport,Hyderabad,2014.0,135670.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.55,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
2158,Maruti Wagon,Hyderabad,2013.0,83875.0,CNG,Manual,Second,Black/Silver,5.0,4.0,2.95,26.6,km/kg,998.0,CC,58.16,bhp,Maruti,Wagon
2159,Mercedes-Benz GLC,Kochi,2017.0,26192.0,Diesel,Automatic,First,Others,5.0,4.0,40.47,17.9,kmpl,2143.0,CC,168.0,bhp,Mercedes-Benz,GLC
2160,Toyota Innova,Coimbatore,2019.0,40674.0,Diesel,Automatic,First,Others,7.0,4.0,24.82,11.36,kmpl,2755.0,CC,171.5,bhp,Toyota,Innova
2161,Renault Duster,Chennai,2012.0,149000.0,Diesel,Manual,First,White,5.0,4.0,7.25,19.01,kmpl,1461.0,CC,108.45,bhp,Renault,Duster
2162,Audi A4,Kolkata,2009.0,46000.0,Diesel,Automatic,First,Others,5.0,4.0,9.95,16.55,kmpl,1968.0,CC,147.51,bhp,Audi,A4
2163,Maruti Vitara,Hyderabad,2017.0,39000.0,Diesel,Manual,First,Others,5.0,4.0,9.49,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
2164,Maruti Baleno,Kochi,2018.0,43639.0,Petrol,Manual,First,Black/Silver,5.0,4.0,8.15,21.1,kmpl,998.0,CC,100.0,bhp,Maruti,Baleno
2165,Maruti Wagon,Pune,2003.0,125000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,0.8,18.9,kmpl,998.0,CC,67.1,bhp,Maruti,Wagon
2166,Ford Ecosport,Hyderabad,2014.0,45800.0,Diesel,Manual,First,Black/Silver,5.0,4.0,7.5,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
2167,Maruti Wagon,Kolkata,2014.0,17400.0,Petrol,Manual,First,Others,5.0,4.0,3.1,20.51,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
